FIPS,Deaths,Years of Potential Life Lost Rate,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured 1,Preventable Hospitalization Rate,% With Annual Mammogram,% Vaccinated,High School Graduation Rate,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,80th Percentile Income,20th Percentile Income,Income Ratio,% Single-Parent Households,Social Association Rate,Violent Crime Rate,Injury Death Rate,Average Daily PM2.5,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,Life Expectancy,Age-Adjusted Death Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,HIV Prevalence Rate,% Food Insecure,% Limited Access to Healthy Foods,Motor Vehicle Mortality Rate,% Insufficient Sleep,% Uninsured 2,% Uninsured 3,Average Grade Performance 1,Average Grade Performance 2,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation Index 2,Suicide Rate (Age-Adjusted),Firearm Fatalities Rate,Average Traffic Volume per Meter of Major Roadways,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,Population,% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,Employed 2015,Employed 2020,Employment Growth Rate,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Other Primary Care Provider Ratio,Employment Growth Band,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_District of Columbia,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming
20199,1334.7578097578098,8582.946647946648,14,3.2,3.4,8.146293245469522,15,26,6.0,26,39.0,16,0.0,401.0706020066886,29.889521258788083,13.0,3001.0,40.0,25.0,100.0,82,21.0,819.0,2.6,15.0,107000.0,25717.0,4.2,7.0,32.8,0.0,86.91321499013807,6.5,0,6,73.0,17.0,77.4654610622352,408.52887735236857,10,11,14,183.94042925974597,11,31.0,18.992216456634544,28,15.0,10.0,3.0405426975259338,3.0061993517017878,51350.0,45.0,30.809745610892158,18.406893652795294,15.57277628032345,36,492,78,24.0,4.0,1503,25.1,23.3,0.5,0.7,0.1,0.0,9.0,88.4,2,50.1,100.0,755.0,719.0,-4.768211920529802,1524.0,1503.0,1503.0,1503.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201,1334.7578097578098,8582.946647946648,13,3.3,3.4,9.0,14,33,7.1,28,35.0,19,0.0,164.1,29.889521258788083,12.0,5195.0,50.0,37.0,96.0,64,80.0,2927.0,2.7,17.0,88420.0,25253.0,3.5,20.0,32.8,72.0,54.0,8.4,0,6,80.0,24.0,79.9,321.0,10,11,7,183.94042925974597,11,17.0,28.0,27,14.0,9.0,3.6,3.2,48104.0,41.0,7.0,18.406893652795294,15.57277628032345,10,1843,79,146.0,7.0,5420,22.3,23.9,0.6,0.5,0.7,0.1,3.6,93.7,1,48.9,100.0,2950.0,2589.0,-12.23728813559322,1828.0,5420.0,1745.4004120879122,1807.0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20203,1334.7578097578098,8582.946647946648,18,3.4,3.4,7.0,14,36,6.1,31,74.0,16,75.0,329.4,29.889521258788083,20.0,4542.0,38.0,44.0,91.0,53,28.0,1265.0,2.2,19.0,110273.0,28190.0,3.9,8.0,37.6,278.0,112.0,6.8,0,8,68.0,9.0,79.1,298.0,10,10,12,183.94042925974597,7,37.0,18.992216456634544,30,22.0,14.0,2.5,3.3,59800.0,53.0,30.809745610892158,18.406893652795294,15.57277628032345,84,664,74,35.0,4.0,2105,26.1,20.2,1.0,1.0,0.2,0.0,29.9,67.6,5,49.0,100.0,1077.0,1093.0,1.4856081708449396,2125.0,2105.0,1745.4004120879122,702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20205,142.0,9456.0,18,3.9,3.9,7.0,18,40,7.5,38,58.0,15,20.0,207.5,34.0,10.0,4540.0,36.0,39.0,91.0,65,176.0,4001.0,4.4,22.0,85225.0,20146.0,4.2,38.0,21.9,237.0,111.0,9.7,1,13,79.0,16.0,76.1,440.0,12,12,19,183.94042925974597,15,5.0,18.992216456634544,33,12.0,5.0,2.9,2.8,45697.0,56.0,8.0,37.0,32.0,15,2732,72,338.0,9.0,8665,24.1,21.4,0.6,1.7,0.5,0.1,3.4,91.7,0,50.5,72.7,4052.0,3977.0,-1.8509378084896344,1446.0,2888.0,4333.0,788.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20207,1334.7578097578098,8582.946647946648,17,3.8,4.0,8.146293245469522,18,38,7.1,26,43.0,15,0.0,254.2,36.0,12.0,5196.0,37.0,35.0,91.0,59,69.0,1594.0,4.3,24.0,68727.0,14725.0,4.7,32.0,19.1,287.0,127.0,9.2,1,11,78.0,31.0,77.7,419.0,12,13,10,183.94042925974597,15,9.0,18.992216456634544,29,14.0,7.0,3.3,3.4,43894.0,64.0,10.0,18.406893652795294,15.57277628032345,35,1145,78,104.0,8.0,3183,21.1,24.3,0.6,1.6,0.1,0.0,3.0,92.8,1,49.7,100.0,1557.0,1305.0,-16.184971098265898,2639.945575959933,3183.0,1745.4004120879122,3183.0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20209,2309.0,9626.0,23,4.3,4.1,9.0,21,40,6.4,33,90.0,18,29.0,894.8,51.0,15.0,6670.0,40.0,45.0,77.0,50,3753.0,77858.0,4.8,27.0,85581.0,19239.0,4.4,44.0,10.2,704.0,77.0,10.1,0,20,81.0,24.0,76.0,458.0,13,13,13,292.0,16,14.0,17.0,36,20.0,6.0,2.5,2.5,47084.0,76.0,37.0,18.0,27.0,240,34265,57,9007.0,16.0,165324,27.9,12.3,21.9,1.4,5.3,0.3,29.3,40.5,8,50.4,6.1,70518.0,76763.0,8.855894948807396,2296.0,2362.0,653.0,810.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21001,320.0,10222.0,23,5.0,5.1,8.0,23,41,7.4,33,60.0,16,19.0,272.0,25.0,7.0,6794.0,35.0,27.0,97.0,51,367.0,7246.0,5.1,35.0,73694.0,15461.0,4.8,21.0,4.6,40.0,94.0,10.4,0,12,84.0,27.0,75.7,465.0,16,16,18,183.94042925974597,15,5.0,29.0,36,8.0,4.0,3.0,3.0,37392.0,69.0,51.0,15.0,12.0,47,5353,76,622.0,9.0,19215,20.3,18.6,2.9,0.3,0.4,0.0,2.0,93.2,0,50.5,75.5,7700.0,7796.0,1.2467532467532467,2784.0,6405.0,480.0,1201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21003,385.0,10941.0,22,4.9,5.0,10.0,22,38,8.0,39,37.0,16,40.0,253.2,36.0,7.0,6192.0,31.0,40.0,92.0,50,336.0,8969.0,3.7,25.0,82714.0,18468.0,4.5,30.0,3.8,102.0,94.0,10.6,0,13,79.0,40.0,74.1,509.0,15,15,12,183.94042925974597,14,0.0,20.0,39,8.0,5.0,3.3,3.1,44624.0,64.0,44.0,19.0,20.0,8,5557,72,711.0,10.0,21122,23.0,17.6,1.2,0.3,0.3,0.0,2.2,94.8,1,50.5,78.7,8576.0,8864.0,3.3582089552238807,6978.0,3520.0,1760.0,3520.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005,388.0,10588.0,18,4.4,4.5,8.0,19,37,8.0,35,76.0,17,29.0,337.1,35.0,5.0,5161.0,39.0,45.0,99.0,58,431.0,11951.0,3.6,14.0,100656.0,25009.0,4.0,25.0,9.3,89.0,82.0,10.9,0,10,88.0,42.0,74.4,494.0,13,14,15,183.94042925974597,12,6.0,14.0,35,6.0,3.0,3.3,3.1,60908.0,43.0,14.0,16.0,15.57277628032345,50,6704,78,922.0,11.0,22663,23.5,15.8,2.1,0.2,0.6,0.0,1.8,93.8,0,51.0,41.7,10646.0,10368.0,-2.6113094119857223,3757.0,2266.0,1511.0,1889.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21007,155.0,8964.0,21,4.7,4.8,9.0,20,36,7.7,39,48.0,15,33.0,335.9,40.0,6.0,5732.0,44.0,49.0,92.0,60,248.0,3583.0,6.9,24.0,98553.0,18462.0,5.3,39.0,13.7,66.0,126.0,11.1,0,10,89.0,34.0,75.5,486.0,14,15,16,183.94042925974597,15,2.0,31.0,37,7.0,4.0,3.2,3.2,47658.0,61.0,15.0,18.406893652795294,25.0,51,2462,80,260.0,9.0,7979,21.2,20.9,3.4,0.3,0.5,0.0,1.4,92.3,0,50.2,100.0,3489.0,3195.0,-8.426483233018056,2639.945575959933,3990.0,7979.0,2660.0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21009,749.0,8467.0,24,5.3,5.0,8.0,22,34,7.5,38,66.0,15,22.0,360.7,47.0,7.0,5138.0,39.0,48.0,95.0,51,848.0,19141.0,4.4,27.0,73584.0,17787.0,4.1,34.0,6.4,124.0,87.0,10.8,0,14,81.0,26.0,76.0,460.0,17,16,12,183.94042925974597,16,4.0,20.0,40,8.0,4.0,3.1,3.0,42439.0,62.0,45.0,26.0,18.0,19,11328,67,2392.0,15.0,44176,23.5,17.7,4.1,0.4,1.0,0.2,3.3,90.1,0,51.7,63.3,18672.0,18412.0,-1.392459297343616,1153.0,2945.0,659.0,850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21011,257.0,12221.0,25,5.3,5.2,8.0,23,42,7.6,37,40.0,15,38.0,242.4,51.0,7.0,5485.0,31.0,41.0,91.0,44,313.0,4648.0,6.7,33.0,80429.0,17843.0,4.5,34.0,4.0,29.0,119.0,10.0,1,14,82.0,35.0,72.9,594.0,16,17,12,183.94042925974597,17,0.0,30.0,40,8.0,5.0,3.1,3.3,44183.0,72.0,54.0,18.0,26.0,10,3288,71,421.0,10.0,12383,25.1,16.8,1.4,0.3,0.4,0.1,1.7,94.8,0,50.7,100.0,4045.0,4793.0,18.49196538936959,12378.0,12383.0,344.0,1376.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21013,708.0,13367.0,29,6.2,5.6,10.0,28,37,5.6,38,84.0,13,24.0,271.4,63.0,7.0,9217.0,27.0,38.0,96.0,41,540.0,8513.0,6.3,44.0,54480.0,10168.0,5.4,36.0,10.0,170.0,129.0,9.7,1,20,76.0,30.0,71.9,684.0,20,19,23,183.94042925974597,22,12.0,20.0,40,8.0,3.0,3.0,3.0,29362.0,80.0,51.0,21.0,18.0,63,7060,65,1719.0,17.0,26569,21.3,19.2,2.4,0.3,0.4,0.1,1.2,94.0,0,51.0,62.5,8018.0,7455.0,-7.021701172362185,2241.0,1771.0,5314.0,681.0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21015,1433.0,6677.0,16,4.1,4.3,7.0,18,36,8.3,25,85.0,20,23.0,273.9,20.0,4.0,5015.0,45.0,54.0,96.0,73,2379.0,70741.0,3.4,9.0,134120.0,34686.0,3.9,25.0,7.0,132.0,68.0,12.0,0,12,84.0,32.0,78.9,334.0,12,13,11,105.0,10,6.0,9.0,38,5.0,3.0,3.3,3.1,77696.0,39.0,31.0,16.0,10.0,240,34370,74,4396.0,10.0,131533,26.0,13.5,3.4,0.2,2.6,0.2,4.3,87.5,1,50.5,13.3,62624.0,67197.0,7.302312212570261,1575.0,1495.0,933.0,1585.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21017,338.0,9869.0,21,4.7,4.7,8.0,20,30,7.4,31,72.0,15,20.0,304.6,30.0,8.0,5675.0,44.0,51.0,93.0,60,387.0,9704.0,4.0,24.0,97333.0,22090.0,4.4,38.0,10.0,127.0,96.0,10.5,1,14,80.0,36.0,76.0,468.0,14,15,11,183.94042925974597,14,8.0,21.0,38,9.0,6.0,3.0,3.0,48614.0,62.0,32.0,12.0,13.0,68,5260,65,871.0,11.0,20184,23.0,18.9,5.8,0.4,0.5,0.0,7.1,84.7,3,51.3,44.7,8984.0,9250.0,2.960819234194122,1335.0,1442.0,807.0,3364.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21019,975.0,10873.0,20,4.7,4.9,10.0,22,41,6.9,32,74.0,15,16.0,266.8,43.0,5.0,6494.0,43.0,49.0,94.0,67,1071.0,18099.0,5.9,27.0,91026.0,16762.0,5.4,40.0,16.0,150.0,104.0,10.4,1,12,82.0,25.0,74.2,545.0,15,15,15,183.94042925974597,16,9.0,10.0,39,6.0,3.0,3.2,3.0,48020.0,62.0,33.0,18.0,16.0,127,13048,69,2213.0,12.0,47240,21.3,19.5,2.8,0.3,0.6,0.0,1.9,93.1,0,50.2,25.3,18376.0,18223.0,-0.8326077492381367,1090.0,1476.0,140.0,319.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21021,478.0,9738.0,20,4.8,4.6,8.0,20,29,6.9,21,71.0,16,35.0,280.7,30.0,5.0,4902.0,35.0,44.0,97.0,58,559.0,12612.0,4.4,20.0,97888.0,20192.0,4.8,29.0,13.4,145.0,88.0,10.5,0,12,80.0,23.0,76.6,451.0,14,14,15,183.94042925974597,14,12.0,12.0,39,6.0,3.0,3.4,3.2,47528.0,57.0,34.0,21.0,17.0,44,7287,66,1285.0,12.0,30100,20.0,19.1,7.7,0.3,1.1,0.0,3.5,85.4,1,50.2,34.8,12218.0,12623.0,3.314781469962351,1247.0,1254.0,430.0,640.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21023,160.0,12200.0,22,4.9,4.9,10.0,21,32,7.9,31,0.0,16,42.0,326.6,35.0,6.0,4280.0,39.0,34.0,94.0,52,187.0,3851.0,4.9,22.0,89673.0,16129.0,5.6,23.0,12.1,50.0,139.0,10.5,0,14,79.0,55.0,73.7,550.0,15,15,10,183.94042925974597,15,0.0,27.0,37,7.0,5.0,2.9,2.8,56432.0,59.0,22.0,18.406893652795294,15.57277628032345,5,2521,75,382.0,12.0,8239,23.4,16.6,0.6,0.3,0.1,0.0,1.9,95.7,0,49.9,100.0,3486.0,3611.0,3.585771658060815,4134.0,4120.0,4120.0,1648.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21025,366.0,15948.0,29,6.1,5.7,11.0,27,38,6.1,34,57.0,13,38.0,139.0,59.0,7.0,10275.0,25.0,34.0,86.0,50,266.0,3643.0,7.3,43.0,68470.0,9866.0,6.9,40.0,3.1,30.0,141.0,9.7,1,13,80.0,39.0,69.7,748.0,19,19,20,183.94042925974597,21,9.0,53.0,42,8.0,3.0,2.9,2.6,31182.0,75.0,53.0,27.0,23.0,25,3822,72,544.0,12.0,12726,20.4,17.2,0.6,0.2,0.6,0.1,1.2,96.3,0,50.0,81.5,4239.0,3890.0,-8.23307383816938,1618.0,6363.0,530.0,1061.0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21027,387.0,9772.0,22,4.8,4.8,8.0,22,25,7.7,25,43.0,15,30.0,189.0,33.0,8.0,6708.0,38.0,45.0,94.0,46,429.0,7990.0,5.4,24.0,89188.0,19767.0,4.5,21.0,10.9,62.0,109.0,11.8,1,13,76.0,43.0,75.6,476.0,15,15,13,183.94042925974597,14,4.0,33.0,38,9.0,6.0,3.5,3.5,47284.0,64.0,20.0,19.0,20.0,18,6024,78,626.0,9.0,20388,22.8,19.3,2.1,0.5,0.4,0.0,1.7,94.1,1,49.7,100.0,7683.0,7630.0,-0.6898346999869843,4022.0,6796.0,971.0,2265.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21029,1113.0,7926.0,18,4.2,4.4,8.0,20,35,8.0,28,74.0,18,26.0,214.3,25.0,5.0,6584.0,43.0,50.0,91.0,58,1726.0,42322.0,4.1,13.0,105118.0,28541.0,3.7,31.0,6.4,122.0,86.0,12.4,0,11,85.0,49.0,77.9,384.0,12,13,17,51.0,10,9.0,15.0,40,6.0,3.0,3.1,3.1,61022.0,47.0,36.0,22.0,18.0,80,23683,81,2789.0,10.0,81069,22.0,15.6,1.2,0.4,0.6,0.1,2.1,94.3,0,50.3,30.4,37079.0,40657.0,9.649666927371287,5350.0,3003.0,1126.0,3003.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21031,260.0,11567.0,22,5.1,5.1,7.0,23,31,7.5,31,20.0,15,19.0,233.8,46.0,8.0,6931.0,40.0,45.0,93.0,42,253.0,5206.0,4.9,22.0,84641.0,18280.0,4.6,31.0,13.2,78.0,126.0,11.1,0,12,84.0,44.0,73.6,546.0,16,16,13,183.94042925974597,15,4.0,30.0,38,9.0,6.0,2.6,2.5,43048.0,60.0,36.0,17.0,22.0,6,3656,73,398.0,8.0,12772,22.5,18.8,0.5,0.4,0.4,0.0,3.5,94.5,2,49.8,100.0,5003.0,5077.0,1.4791125324805117,12831.0,12772.0,1419.0,1825.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21033,230.0,9762.0,20,4.8,4.8,8.0,20,34,7.6,28,6.0,15,17.0,387.7,50.0,6.0,5063.0,41.0,50.0,94.0,59,256.0,5419.0,4.7,27.0,89764.0,20038.0,4.5,37.0,17.4,193.0,111.0,10.9,1,9,84.0,32.0,76.1,469.0,14,15,15,183.94042925974597,14,4.0,25.0,38,6.0,4.0,3.3,3.2,43659.0,64.0,35.0,22.0,24.0,9,3887,75,293.0,6.0,12715,22.4,20.9,5.5,0.3,0.4,0.0,1.6,90.8,0,51.8,54.6,5396.0,5284.0,-2.075611564121572,1806.0,3179.0,2119.0,1272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21035,511.0,7246.0,22,4.8,4.8,7.0,19,33,7.4,27,73.0,18,28.0,506.2,18.0,7.0,6196.0,36.0,48.0,96.0,65,737.0,18864.0,3.9,23.0,86704.0,14437.0,6.0,30.0,12.1,162.0,70.0,10.7,0,19,77.0,18.0,77.5,390.0,15,15,10,183.94042925974597,16,5.0,17.0,38,7.0,5.0,3.6,3.7,41873.0,56.0,35.0,19.0,18.0,68,9216,63,2367.0,17.0,39135,18.1,16.9,4.0,0.3,1.9,0.1,2.7,89.6,1,51.3,48.7,16904.0,18079.0,6.951017510648367,2048.0,2446.0,1398.0,799.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21037,1319.0,8892.0,19,4.5,4.5,8.0,19,32,7.7,24,95.0,20,30.0,396.8,24.0,4.0,5638.0,44.0,55.0,98.0,73,1665.0,50530.0,3.3,14.0,120152.0,24827.0,4.8,33.0,8.0,164.0,105.0,11.7,0,13,80.0,30.0,77.0,417.0,13,14,10,140.0,12,8.0,9.0,34,5.0,3.0,3.2,3.2,60904.0,48.0,41.0,12.0,9.0,378,25018,69,4296.0,12.0,93152,20.8,15.6,2.8,0.2,1.1,0.0,2.2,92.2,0,50.9,15.3,45872.0,47301.0,3.115190094175096,1468.0,2166.0,647.0,1150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21039,86.0,10566.0,23,5.2,5.1,6.0,22,27,8.0,33,8.0,15,22.0,309.5,42.0,7.0,5927.0,39.0,48.0,94.0,52,113.0,2311.0,4.9,24.0,83304.0,18090.0,4.6,27.0,10.3,41.0,99.0,11.0,0,11,84.0,42.0,75.2,492.0,16,16,11,183.94042925974597,14,1.0,29.0,37,8.0,5.0,3.0,2.9,41249.0,61.0,30.809745610892158,18.406893652795294,15.57277628032345,17,1599,79,213.0,11.0,4771,22.8,21.4,1.4,0.6,0.3,0.0,2.7,93.3,0,50.7,100.0,2122.0,1751.0,-17.483506126295946,2423.0,4771.0,1745.4004120879122,1590.0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21041,244.0,12597.0,23,5.1,4.9,9.0,22,29,6.1,30,72.0,16,10.0,326.7,55.0,8.0,9367.0,38.0,38.0,98.0,37,217.0,5270.0,4.1,25.0,89500.0,15749.0,5.7,41.0,9.3,92.0,116.0,11.1,0,20,83.0,21.0,72.4,648.0,16,16,13,183.94042925974597,16,18.0,26.0,41,9.0,4.0,2.9,3.0,47623.0,69.0,32.0,28.0,15.57277628032345,21,2572,65,455.0,12.0,10737,26.1,15.2,1.7,0.4,0.7,0.1,6.7,88.5,1,49.6,52.2,4263.0,4514.0,5.887872390335445,2678.0,2684.0,1790.0,976.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21043,541.0,10942.0,24,5.1,5.3,9.0,23,40,7.3,40,50.0,15,31.0,272.6,48.0,6.0,5936.0,34.0,45.0,99.0,53,912.0,9894.0,9.2,33.0,70725.0,11757.0,6.0,37.0,4.4,54.0,103.0,9.6,1,12,79.0,53.0,74.4,541.0,16,16,15,183.94042925974597,17,3.0,25.0,41,7.0,4.0,3.4,3.1,32906.0,64.0,26.0,13.0,13.0,19,7672,77,1063.0,12.0,27004,22.5,18.8,0.6,0.3,0.3,0.0,1.3,96.6,0,50.8,79.4,10039.0,8983.0,-10.518975993624863,4524.0,3376.0,563.0,1080.0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21045,318.0,12002.0,26,5.5,5.3,8.0,26,35,7.6,31,0.0,15,61.0,241.3,52.0,8.0,9954.0,29.0,32.0,99.0,42,314.0,6734.0,4.7,39.0,72381.0,13828.0,5.2,22.0,5.7,35.0,121.0,10.4,0,10,82.0,42.0,74.3,542.0,17,17,14,183.94042925974597,15,3.0,27.0,40,10.0,6.0,3.1,3.1,34358.0,73.0,17.0,34.0,21.0,16,4945,78,392.0,7.0,15888,22.9,20.1,0.9,0.5,0.3,0.1,3.1,94.3,0,51.5,100.0,5926.0,5410.0,-8.707391157610529,15750.0,7944.0,1222.0,1222.0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21047,1047.0,10558.0,23,5.2,4.9,9.0,23,34,6.2,31,55.0,18,28.0,586.5,57.0,6.0,6652.0,37.0,42.0,94.0,60,1304.0,24853.0,5.2,26.0,78429.0,17223.0,4.6,34.0,13.5,225.0,69.0,10.9,0,17,79.0,19.0,74.9,547.0,16,16,11,173.0,18,12.0,16.0,39,7.0,3.0,3.1,3.0,40299.0,71.0,38.0,20.0,19.0,81,12047,47,3668.0,15.0,71671,26.9,12.3,21.4,0.7,1.6,0.3,8.1,65.4,1,46.5,28.6,23856.0,23349.0,-2.125251509054326,1565.0,618.0,225.0,305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
